Export Status,Error Message,*Location Type,*Parent Path,*Location Name,*Effective Date,*Expiration Date,Full Name,Description,Address,Cost Center,Direct Work Percent,Indirect Work Percent,Transferable,Currency,Color,External Id
Success,,COST CENTER,CN/10100/CPA/CNPA Chevy Chase,10461 CNPA-Chevy Chase,1/01/1900,1/01/3000,10461 CNPA-Chevy Chase,10461 CNPA-Chevy Chase,,10461,,,false,USD,,CN-10100-CPA-LOC_050-CC_10461-EXTID
Success,,Job,CN/10100/CPA/CNPA Chevy Chase/10461 CNPA-Chevy Chase,REP,1/01/1900,1/01/3000,REP,CNPA Patient Services Rep,,,,,false,USD,,CN-10100-CPA-LOC_050-CC_10461-JC1116-EXTID
Success,,Job,CN/10100/CPA/CNPA Chevy Chase/10461 CNPA-Chevy Chase,LPN,1/01/1900,1/01/3000,LPN,CNPA LPN II,,,,,false,USD,,CN-10100-CPA-LOC_050-CC_10461-JC1105-EXTID
Success,,Job,CN/10100/CPA/CNPA Chevy Chase/10461 CNPA-Chevy Chase,ASST,1/01/1900,1/01/3000,ASST,CNPA Sr Medical Assistant,,,,,false,USD,,CN-10100-CPA-LOC_050-CC_10461-JC1101-EXTID
Success,,Job,CN/10100/CPA/CNPA Chevy Chase/10461 CNPA-Chevy Chase,PHYS,1/01/1900,1/01/3000,PHYS,CNPA Pediatrician,,,,,false,USD,,CN-10100-CPA-LOC_050-CC_10461-JC1088-EXTID
Success,,Job,CN/10100/CPA/CNPA Chevy Chase/10461 CNPA-Chevy Chase,MGR,1/01/1900,1/01/3000,MGR,CNPA Practice Operations Mgr,,,,,false,USD,,CN-10100-CPA-LOC_050-CC_10461-JC1113-EXTID
Success,,Job,CN/10100/CPA/CNPA Chevy Chase/10461 CNPA-Chevy Chase,LEAD,1/01/1900,1/01/3000,LEAD,CNPA Physician Leader,,,,,false,USD,,CN-10100-CPA-LOC_050-CC_10461-JC1115-EXTID
Success,,LOCATION,CN/10100/CPA,CNPA Silver Spring,1/01/1900,1/01/3000,CNPA Silver Spring,CNPA Silver Spring,,,,,false,USD,,CN-10100-CPA-LOC_057-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Silver Spring,10455 Silver Spring,1/01/1900,1/01/3000,10455 Silver Spring,10455 Silver Spring,,10455,,,false,USD,,CN-10100-CPA-LOC_057-CC_10455-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10455 Silver Spring,REP,1/01/1900,1/01/3000,REP,CNPA Patient Services Rep,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10455-JC1116-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10455 Silver Spring,PHYS,1/01/1900,1/01/3000,PHYS,CNPA Pediatrician,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10455-JC1088-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10455 Silver Spring,NP,1/01/1900,1/01/3000,NP,CNPA Nurse Practitioner,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10455-JC1093-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10455 Silver Spring,ASST,1/01/1900,1/01/3000,ASST,CNPA Medical Assistant,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10455-JC1100-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10455 Silver Spring,SPV,1/01/1900,1/01/3000,SPV,CNPA Practice Operations Spvr,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10455-JC1111-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10455 Silver Spring,RN,1/01/1900,1/01/3000,RN,CNPA Clinical RN II,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10455-JC1108-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Silver Spring,10457 CP Laurel,1/01/1900,1/01/3000,10457 CP Laurel,10457 CP Laurel,,10457,,,false,USD,,CN-10100-CPA-LOC_057-CC_10457-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10457 CP Laurel,ASST,1/01/1900,1/01/3000,ASST,CNPA Medical Assistant,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10457-JC1100-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10457 CP Laurel,PHYS,1/01/1900,1/01/3000,PHYS,CNPA Pediatrician,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10457-JC1088-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Silver Spring,10458 Foggy Bottom CH,1/01/1900,1/01/3000,10458 Foggy Bottom CH,10458 Foggy Bottom CH,,10458,,,false,USD,,CN-10100-CPA-LOC_057-CC_10458-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10458 Foggy Bottom CH,SPV,1/01/1900,1/01/3000,SPV,CNPA Practice Operations Spvr,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10458-JC1111-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Silver Spring,10449 CNPA Corporate Center,1/01/1900,1/01/3000,10449 CNPA Corporate Center,10449 CNPA Corporate Center,,10449,,,false,USD,,CN-10100-CPA-LOC_057-CC_10449-EXTID
Success,,Job,CN/10100/CPA/CNPA Silver Spring/10449 CNPA Corporate Center,DIR,1/01/1900,1/01/3000,DIR,CNPA Medical Director,,,,,false,USD,,CN-10100-CPA-LOC_057-CC_10449-JC1122-EXTID
Success,,LOCATION,CN/10100/CPA,CNPA Greenbelt,1/01/1900,1/01/3000,CNPA Greenbelt,CNPA Greenbelt,,,,,false,USD,,CN-10100-CPA-LOC_054-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Greenbelt,10459 Greenbelt,1/01/1900,1/01/3000,10459 Greenbelt,10459 Greenbelt,,10459,,,false,USD,,CN-10100-CPA-LOC_054-CC_10459-EXTID
Success,,Job,CN/10100/CPA/CNPA Greenbelt/10459 Greenbelt,REP,1/01/1900,1/01/3000,REP,CNPA Sr Patient Services Rep,,,,,false,USD,,CN-10100-CPA-LOC_054-CC_10459-JC1117-EXTID
Success,,Job,CN/10100/CPA/CNPA Greenbelt/10459 Greenbelt,LEAD,1/01/1900,1/01/3000,LEAD,CNPA Physician Leader,,,,,false,USD,,CN-10100-CPA-LOC_054-CC_10459-JC1115-EXTID
Success,,Job,CN/10100/CPA/CNPA Greenbelt/10459 Greenbelt,MGR,1/01/1900,1/01/3000,MGR,CNPA Practice Operations Mgr,,,,,false,USD,,CN-10100-CPA-LOC_054-CC_10459-JC1113-EXTID
Success,,Job,CN/10100/CPA/CNPA Greenbelt/10459 Greenbelt,ASST,1/01/1900,1/01/3000,ASST,CNPA Medical Assistant,,,,,false,USD,,CN-10100-CPA-LOC_054-CC_10459-JC1100-EXTID
Success,,Job,CN/10100/CPA/CNPA Greenbelt/10459 Greenbelt,PHYS,1/01/1900,1/01/3000,PHYS,CNPA Pediatrician,,,,,false,USD,,CN-10100-CPA-LOC_054-CC_10459-JC1088-EXTID
Success,,Job,CN/10100/CPA/CNPA Greenbelt/10459 Greenbelt,NP,1/01/1900,1/01/3000,NP,CNPA Nurse Practitioner,,,,,false,USD,,CN-10100-CPA-LOC_054-CC_10459-JC1093-EXTID
Success,,LOCATION,CN/10100/CPA,CNPA Laurel,1/01/1900,1/01/3000,CNPA Laurel,CNPA Laurel,,,,,false,USD,,CN-10100-CPA-LOC_055-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Laurel,10457 CP Laurel,1/01/1900,1/01/3000,10457 CP Laurel,10457 CP Laurel,,10457,,,false,USD,,CN-10100-CPA-LOC_055-CC_10457-EXTID
Success,,Job,CN/10100/CPA/CNPA Laurel/10457 CP Laurel,REP,1/01/1900,1/01/3000,REP,CNPA Patient Services Rep,,,,,false,USD,,CN-10100-CPA-LOC_055-CC_10457-JC1116-EXTID
Success,,Job,CN/10100/CPA/CNPA Laurel/10457 CP Laurel,PHYS,1/01/1900,1/01/3000,PHYS,CNPA Pediatrician,,,,,false,USD,,CN-10100-CPA-LOC_055-CC_10457-JC1088-EXTID
Success,,Job,CN/10100/CPA/CNPA Laurel/10457 CP Laurel,ASST,1/01/1900,1/01/3000,ASST,CNPA Medical Assistant,,,,,false,USD,,CN-10100-CPA-LOC_055-CC_10457-JC1100-EXTID
Success,,Job,CN/10100/CPA/CNPA Laurel/10457 CP Laurel,SPV,1/01/1900,1/01/3000,SPV,CNPA Practice Operations Spvr,,,,,false,USD,,CN-10100-CPA-LOC_055-CC_10457-JC1111-EXTID
Success,,Job,CN/10100/CPA/CNPA Laurel/10457 CP Laurel,LEAD,1/01/1900,1/01/3000,LEAD,CNPA Physician Leader,,,,,false,USD,,CN-10100-CPA-LOC_055-CC_10457-JC1115-EXTID
Success,,LOCATION,CN/10100/CPA,CNPA Foggy Bottom,1/01/1900,1/01/3000,CNPA Foggy Bottom,CNPA Foggy Bottom,,,,,false,USD,,CN-10100-CPA-LOC_052-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Foggy Bottom,10458 Foggy Bottom CH,1/01/1900,1/01/3000,10458 Foggy Bottom CH,10458 Foggy Bottom CH,,10458,,,false,USD,,CN-10100-CPA-LOC_052-CC_10458-EXTID
Success,,Job,CN/10100/CPA/CNPA Foggy Bottom/10458 Foggy Bottom CH,REP,1/01/1900,1/01/3000,REP,CNPA Sr Patient Services Rep,,,,,false,USD,,CN-10100-CPA-LOC_052-CC_10458-JC1117-EXTID
Success,,Job,CN/10100/CPA/CNPA Foggy Bottom/10458 Foggy Bottom CH,PHYS,1/01/1900,1/01/3000,PHYS,CNPA Pediatrician,,,,,false,USD,,CN-10100-CPA-LOC_052-CC_10458-JC1088-EXTID
Success,,Job,CN/10100/CPA/CNPA Foggy Bottom/10458 Foggy Bottom CH,ASST,1/01/1900,1/01/3000,ASST,CNPA Medical Assistant,,,,,false,USD,,CN-10100-CPA-LOC_052-CC_10458-JC1100-EXTID
Success,,Job,CN/10100/CPA/CNPA Foggy Bottom/10458 Foggy Bottom CH,DIR,1/01/1900,1/01/3000,DIR,CNPA Med Dir Informatics,,,,,false,USD,,CN-10100-CPA-LOC_052-CC_10458-JC1124-EXTID
Success,,Job,CN/10100/CPA/CNPA Foggy Bottom/10458 Foggy Bottom CH,LEAD,1/01/1900,1/01/3000,LEAD,CNPA Team Lead Pt Services Rep,,,,,false,USD,,CN-10100-CPA-LOC_052-CC_10458-JC1118-EXTID
Success,,Job,CN/10100/CPA/CNPA Foggy Bottom/10458 Foggy Bottom CH,ASSOC,1/01/1900,1/01/3000,ASSOC,CNPA Pediatrician Associate,,,,,false,USD,,CN-10100-CPA-LOC_052-CC_10458-JC1114-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Foggy Bottom,10449 CNPA Corporate Center,1/01/1900,1/01/3000,10449 CNPA Corporate Center,10449 CNPA Corporate Center,,10449,,,false,USD,,CN-10100-CPA-LOC_052-CC_10449-EXTID
Success,,Job,CN/10100/CPA/CNPA Foggy Bottom/10449 CNPA Corporate Center,MGR,1/01/1900,1/01/3000,MGR,CNPA Qual Improvement Prog Mgr,,,,,false,USD,,CN-10100-CPA-LOC_052-CC_10449-JC1661-EXTID
Success,,Job,CN/10100/CPA/CNPA Foggy Bottom/10449 CNPA Corporate Center,DIR,1/01/1900,1/01/3000,DIR,CNPA Dir Clinical Operations,,,,,false,USD,,CN-10100-CPA-LOC_052-CC_10449-JC1446-EXTID
Success,,LOCATION,CN/10100/CPA,CNPA Waldorf,1/01/1900,1/01/3000,CNPA Waldorf,CNPA Waldorf,,,,,false,USD,,CN-10100-CPA-LOC_059-EXTID
Success,,COST CENTER,CN/10100/CPA/CNPA Waldorf,10453 UM Waldorf,1/01/1900,1/01/3000,10453 UM Waldorf,10453 UM Waldorf,,10453,,,false,USD,,CN-10100-CPA-LOC_059-CC_10453-EXTID
Success,,Job,CN/10100/CPA/CNPA Waldorf/10453 UM Waldorf,NP,1/01/1900,1/01/3000,NP,CNPA Nurse Practitioner,,,,,false,USD,,CN-10100-CPA-LOC_059-CC_10453-JC1093-EXTID
Success,,Job,CN/10100/CPA/CNPA Waldorf/10453 UM Waldorf,ASST,1/01/1900,1/01/3000,ASST,CNPA Sr Medical Assistant,,,,,false,USD,,CN-10100-CPA-LOC_059-CC_10453-JC1101-EXTID
Success,,Job,CN/10100/CPA/CNPA Waldorf/10453 UM Waldorf,REP,1/01/1900,1/01/3000,REP,CNPA Sr Patient Services Rep,,,,,false,USD,,CN-10100-CPA-LOC_059-CC_10453-JC1117-EXTID
Success,,DIVISION,CN/10100,PHN,1/01/1900,1/01/3000,PHN,PHN,,,,,false,USD,,CN-10100-PHN-EXTID
Success,,LOCATION,CN/10100/PHN,Inventa,1/01/1900,1/01/3000,Inventa,Inventa,,,,,false,USD,,CN-10100-PHN-LOC_064-EXTID
Success,,COST CENTER,CN/10100/PHN/Inventa,10467 Pediatric Health Network,1/01/1900,1/01/3000,10467 Pediatric Health Network,10467 Pediatric Health Network,,10467,,,false,USD,,CN-10100-PHN-LOC_064-CC_10467-EXTID
Success,,Job,CN/10100/PHN/Inventa/10467 Pediatric Health Network,COORD,1/01/1900,1/01/3000,COORD,Program Coordinator,,,,,false,USD,,CN-10100-PHN-LOC_064-CC_10467-JC0379-EXTID
Success,,Job,CN/10100/PHN/Inventa/10467 Pediatric Health Network,MGR,1/01/1900,1/01/3000,MGR,Prog Mgr,,,,,false,USD,,CN-10100-PHN-LOC_064-CC_10467-JC0313-EXTID
Success,,Job,CN/10100/PHN/Inventa/10467 Pediatric Health Network,DIR,1/01/1900,1/01/3000,DIR,Med Dir Clinical Inte Network,,,,,false,USD,,CN-10100-PHN-LOC_064-CC_10467-JC0555-EXTID
Success,,Job,CN/10100/PHN/Inventa/10467 Pediatric Health Network,CONSULT,1/01/1900,1/01/3000,CONSULT,Qual Improvement Consult PHN,,,,,false,USD,,CN-10100-PHN-LOC_064-CC_10467-JC0442-EXTID
Success,,Job,CN/10100/PHN/Inventa/10467 Pediatric Health Network,LEAD,1/01/1900,1/01/3000,LEAD,Project Lead,,,,,false,USD,,CN-10100-PHN-LOC_064-CC_10467-JC0385-EXTID
Success,,Job,CN/10100/PHN/Inventa/10467 Pediatric Health Network,ANLST,1/01/1900,1/01/3000,ANLST,Sr Data Anlst PHNCom Pop Hlth,,,,,false,USD,,CN-10100-PHN-LOC_064-CC_10467-JC0273-EXTID
Success,,LOCATION,CN/10100/PHN,Main Campus,1/01/1900,1/01/3000,Main Campus,Main Campus,,,,,false,USD,,CN-10100-PHN-LOC_001-EXTID
Success,,COST CENTER,CN/10100/PHN/Main Campus,10467 Pediatric Health Network,1/01/1900,1/01/3000,10467 Pediatric Health Network,10467 Pediatric Health Network,,10467,,,false,USD,,CN-10100-PHN-LOC_001-CC_10467-EXTID
Success,,Job,CN/10100/PHN/Main Campus/10467 Pediatric Health Network,VP,1/01/1900,1/01/3000,VP,VP PHN,,,,,false,USD,,CN-10100-PHN-LOC_001-CC_10467-JC1380-EXTID
Success,,Job,CN/10100/PHN/Main Campus/10467 Pediatric Health Network,EXASST,1/01/1900,1/01/3000,EXASST,Sr Executive Assistant,,,,,false,USD,,CN-10100-PHN-LOC_001-CC_10467-JC0172-EXTID
Success,,Job,CN/10100/PHN/Main Campus/10467 Pediatric Health Network,PHYS,1/01/1900,1/01/3000,PHYS,Referring Attending Physician,,,,,false,USD,,CN-10100-PHN-LOC_001-CC_10467-JC2430-EXTID
Success,,DIVISION,CN/10100,Walter Reed,1/01/1900,1/01/3000,Walter Reed,Walter Reed,,,,,false,USD,,CN-10100-Walter Reed-EXTID
Success,,LOCATION,CN/10100/Walter Reed,Main Campus,1/01/1900,1/01/3000,Main Campus,Main Campus,,,,,false,USD,,CN-10100-Walter Reed-LOC_001-EXTID
Success,,COST CENTER,CN/10100/Walter Reed/Main Campus,10372 CNRIC - Facility,1/01/1900,1/01/3000,10372 CNRIC - Facility,10372 CNRIC - Facility,,10372,,,false,USD,,CN-10100-Walter Reed-LOC_001-CC_10372-EXTID
Success,,Job,CN/10100/Walter Reed/Main Campus/10372 CNRIC - Facility,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-Walter Reed-LOC_001-CC_10372-JC2414-EXTID
Success,,COST CENTER,CN/10100/Walter Reed/Main Campus,10371 CNRIC - Information Technology,1/01/1900,1/01/3000,10371 CNRIC - Information Technology,10371 CNRIC - Information Technology,,10371,,,false,USD,,CN-10100-Walter Reed-LOC_001-CC_10371-EXTID
Success,,Job,CN/10100/Walter Reed/Main Campus/10371 CNRIC - Information Technology,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-Walter Reed-LOC_001-CC_10371-JC2414-EXTID
Success,,COST CENTER,CN/10100/Walter Reed/Main Campus,10376 CNRIC - Research Administratio,1/01/1900,1/01/3000,10376 CNRIC - Research Administratio,10376 CNRIC - Research Administratio,,10376,,,false,USD,,CN-10100-Walter Reed-LOC_001-CC_10376-EXTID
Success,,LOCATION,CN/10100/Walter Reed,Research Bldg,1/01/1900,1/01/3000,Research Bldg,Research Bldg,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-EXTID
Success,,COST CENTER,CN/10100/Walter Reed/Research Bldg,10373 CNRIC - Security Services,1/01/1900,1/01/3000,10373 CNRIC - Security Services,10373 CNRIC - Security Services,,10373,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10373-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10373 CNRIC - Security Services,SPO,1/01/1900,1/01/3000,SPO,Special Police Officer,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10373-JC0636-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10373 CNRIC - Security Services,LIEUT,1/01/1900,1/01/3000,LIEUT,Lieutenant Special Police,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10373-JC0642-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10373 CNRIC - Security Services,ORIENT,1/01/1900,1/01/3000,ORIENT,Orient,,,,100,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10373-Orient-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10373 CNRIC - Security Services,MEETING,1/01/1900,1/01/3000,MEETING,Meeting,,,,100,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10373-Meeting-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10373 CNRIC - Security Services,SUPER,1/01/1900,1/01/3000,SUPER,SUPER,,,,100,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10373-SUPER-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10373 CNRIC - Security Services,EDU,1/01/1900,1/01/3000,EDU,EDU,,,,100,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10373-EDU-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10373 CNRIC - Security Services,SRGNT,1/01/1900,1/01/3000,SRGNT,SRGNT,,,,,false,USD,,
Success,,COST CENTER,CN/10100/Walter Reed/Research Bldg,10377 CNRIC - Supply Chain,1/01/1900,1/01/3000,10377 CNRIC - Supply Chain,10377 CNRIC - Supply Chain,,10377,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10377-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10377 CNRIC - Supply Chain,LEAD,1/01/1900,1/01/3000,LEAD,Team Lead Receiving,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10377-JC1217-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10377 CNRIC - Supply Chain,EDU,1/01/1900,1/01/3000,EDU,EDU,,,,100,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10377-EDU-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10377 CNRIC - Supply Chain,ORIENT,1/01/1900,1/01/3000,ORIENT,Orient,,,,100,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10377-Orient-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10377 CNRIC - Supply Chain,MEETING,1/01/1900,1/01/3000,MEETING,Meeting,,,,100,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10377-Meeting-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10377 CNRIC - Supply Chain,SUPER,1/01/1900,1/01/3000,SUPER,SUPER,,,,100,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10377-SUPER-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10377 CNRIC - Supply Chain,SUP TECH,1/01/1900,1/01/3000,SUP TECH,Supply Technician SEI,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10377-JC1203-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10377 CNRIC - Supply Chain,REC LEAD,1/01/1900,1/01/3000,REC LEAD,Team Lead Receiving,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10377-REC LEAD-EXTID
Success,,COST CENTER,CN/10100/Walter Reed/Research Bldg,10370 CNRIC - Operations,1/01/1900,1/01/3000,10370 CNRIC - Operations,10370 CNRIC - Operations,,10370,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10370-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10370 CNRIC - Operations,MGR,1/01/1900,1/01/3000,MGR,Proj Mgr Construction,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10370-JC0300-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10370 CNRIC - Operations,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10370-JC2414-EXTID
Success,,COST CENTER,CN/10100/Walter Reed/Research Bldg,10372 CNRIC - Facility,1/01/1900,1/01/3000,10372 CNRIC - Facility,10372 CNRIC - Facility,,10372,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10372-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10372 CNRIC - Facility,DIR,1/01/1900,1/01/3000,DIR,Exec Dir Facility Management,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10372-JC1296-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10372 CNRIC - Facility,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10372-JC2414-EXTID
Success,,Job,CN/10100/Walter Reed/Research Bldg/10372 CNRIC - Facility,SOP,1/01/1900,1/01/3000,SOP,Sponsored Operational Partner,,,,,false,USD,,CN-10100-Walter Reed-LOC_061-CC_10372-JC2412-EXTID
Success,,DIVISION,CN/10100,HSC Home Care,1/01/1900,1/01/3000,HSC Home Care,HSC Home Care,,,,,false,USD,,CN-10100-HSC Home Care-EXTID
Success,,LOCATION,CN/10100/HSC Home Care,Rehab Lanham,1/01/1900,1/01/3000,Rehabilitation and Specialized Care Lanham,Rehabilitation and Specialized Care Lanham,,,,,false,USD,,CN-10100-HSC Home Care-LOC_016-EXTID
Success,,COST CENTER,CN/10100/HSC Home Care/Rehab Lanham,10525 Nursing - DC,1/01/1900,1/01/3000,10525 Nursing - DC,10525 Nursing - DC,,10525,,,false,USD,,CN-10100-HSC Home Care-LOC_016-CC_10525-EXTID
Success,,Job,CN/10100/HSC Home Care/Rehab Lanham/10525 Nursing - DC,TEMP,1/01/1900,1/01/3000,TEMP,Temp Agency Staff,,,,,false,USD,,CN-10100-HSC Home Care-LOC_016-CC_10525-JC2416-EXTID
Success,,LOCATION,CN/10100/HSC Home Care,Main Campus,1/01/1900,1/01/3000,Main Campus,Main Campus,,,,,false,USD,,CN-10100-HSC Home Care-LOC_001-EXTID
Success,,COST CENTER,CN/10100/HSC Home Care/Main Campus,10525 Nursing - DC,1/01/1900,1/01/3000,10525 Nursing - DC,10525 Nursing - DC,,10525,,,false,USD,,CN-10100-HSC Home Care-LOC_001-CC_10525-EXTID
Success,,Job,CN/10100/HSC Home Care/Main Campus/10525 Nursing - DC,RN,1/01/1900,1/01/3000,RN,Registered Nurse-Agency,,,,,false,USD,,CN-10100-HSC Home Care-LOC_001-CC_10525-JC1576-EXTID
Success,,DIVISION,CN/10100,Operations,1/01/1900,1/01/3000,Operations,Operations,,,,,false,USD,,CN-10100-Operations-EXTID
Success,,LOCATION,CN/10100/Operations,Tech Hill,1/01/1900,1/01/3000,Tech Hill,Tech Hill,,,,,false,USD,,CN-10100-Operations-LOC_063-EXTID
Success,,COST CENTER,CN/10100/Operations/Tech Hill,10031 Enterprise PMO,1/01/1900,1/01/3000,10031 Enterprise PMO,10031 Enterprise PMO,,10031,,,false,USD,,CN-10100-Operations-LOC_063-CC_10031-EXTID
Success,,Job,CN/10100/Operations/Tech Hill/10031 Enterprise PMO,MGR,1/01/1900,1/01/3000,MGR,Enterprise PMO Project Mgr,,,,,false,USD,,CN-10100-Operations-LOC_063-CC_10031-JC0201-EXTID
Success,,Job,CN/10100/Operations/Tech Hill/10031 Enterprise PMO,DIR,1/01/1900,1/01/3000,DIR,Exec Dir Opera Effec & Ent PMO,,,,,false,USD,,CN-10100-Operations-LOC_063-CC_10031-JC1301-EXTID
Success,,Job,CN/10100/Operations/Tech Hill/10031 Enterprise PMO,ADVISOR,1/01/1900,1/01/3000,ADVISOR,Senior Advisor,,,,,false,USD,,CN-10100-Operations-LOC_063-CC_10031-JC0358-EXTID
Success,,Job,CN/10100/Operations/Tech Hill/10031 Enterprise PMO,PHYS,1/01/1900,1/01/3000,PHYS,Community Physicians,,,,,false,USD,,CN-10100-Operations-LOC_063-CC_10031-JC2439-EXTID
Success,,LOCATION,CN/10100/Operations,Takoma Theatre,1/01/1900,1/01/3000,Takoma Theatre,Takoma Theatre,,,,,false,USD,,CN-10100-Operations-LOC_018-EXTID
Success,,COST CENTER,CN/10100/Operations/Takoma Theatre,10033 Security Services,1/01/1900,1/01/3000,10033 Security Services,10033 Security Services,,10033,,,false,USD,,CN-10100-Operations-LOC_018-CC_10033-EXTID
Success,,Job,CN/10100/Operations/Takoma Theatre/10033 Security Services,SPO,1/01/1900,1/01/3000,SPO,Special Police Officer,,,,,false,USD,,CN-10100-Operations-LOC_018-CC_10033-JC0636-EXTID
Success,,LOCATION,CN/10100/Operations,Shep.Park RDI,1/01/1900,1/01/3000,Shep.Park RDI,Shep.Park RDI,,,,,false,USD,,CN-10100-Operations-LOC_060-EXTID
Success,,COST CENTER,CN/10100/Operations/Shep.Park RDI,10033 Security Services,1/01/1900,1/01/3000,10033 Security Services,10033 Security Services,,10033,,,false,USD,,CN-10100-Operations-LOC_060-CC_10033-EXTID
Success,,Job,CN/10100/Operations/Shep.Park RDI/10033 Security Services,SPO,1/01/1900,1/01/3000,SPO,Special Police Officer,,,,,false,USD,,CN-10100-Operations-LOC_060-CC_10033-JC0636-EXTID
Success,,LOCATION,CN/10100/Operations,Main Campus,1/01/1900,1/01/3000,Main Campus,Main Campus,,,,,false,USD,,CN-10100-Operations-LOC_001-EXTID
Success,,COST CENTER,CN/10100/Operations/Main Campus,10029 Facility Management,1/01/1900,1/01/3000,10029 Facility Management,10029 Facility Management,,10029,,,false,USD,,CN-10100-Operations-LOC_001-CC_10029-EXTID
Success,,Job,CN/10100/Operations/Main Campus/10029 Facility Management,COORD,1/01/1900,1/01/3000,COORD,Data Support Coord-Facilities,,,,,false,USD,,CN-10100-Operations-LOC_001-CC_10029-JC0223-EXTID
Success,,Job,CN/10100/Operations/Main Campus/10029 Facility Management,MGR,1/01/1900,1/01/3000,MGR,Mgr Facilities Maintenance,,,,,false,USD,,CN-10100-Operations-LOC_001-CC_10029-JC0700-EXTID
